Datetime,Close,RSI,rsi_signal,rsi_position
2019-09-03 09:30:00-04:00,62.959999084472656,,0,1
2019-09-03 10:30:00-04:00,62.31999969482422,0.0,0,1
2019-09-03 11:30:00-04:00,62.0,0.0,0,1
2019-09-03 12:30:00-04:00,61.774898529052734,0.0,0,1
2019-09-03 13:30:00-04:00,61.36000061035156,0.0,0,1
2019-09-03 14:30:00-04:00,61.125,0.0,0,1
2019-09-03 15:30:00-04:00,61.13999938964844,0.20847747653027682,0,1
2019-09-04 09:30:00-04:00,61.93000030517578,10.760918290411212,0,1
2019-09-04 10:30:00-04:00,62.02000045776367,11.903840278305168,0,1
2019-09-04 11:30:00-04:00,61.41999816894531,10.901443106745134,0,1
2019-09-04 12:30:00-04:00,61.07500076293945,10.36117496976172,0,1
2019-09-04 13:30:00-04:00,61.11000061035156,10.843912837046275,0,1
2019-09-04 14:30:00-04:00,61.040000915527344,10.719573825429933,0,1
2019-09-04 15:30:00-04:00,61.08000183105469,11.34515308984723,0,1
2019-09-05 09:30:00-04:00,63.08250045776367,35.65279203114369,0,1
2019-09-05 10:30:00-04:00,62.67900085449219,33.65067421108655,0,1
2019-09-05 11:30:00-04:00,62.45280075073242,32.54724447747819,0,1
2019-09-05 12:30:00-04:00,62.83000183105469,36.298408111009934,0,1
2019-09-05 13:30:00-04:00,62.95500183105469,37.538070647903616,0,1
2019-09-05 14:30:00-04:00,63.150001525878906,39.51552165750285,0,1
2019-09-05 15:30:00-04:00,63.04499816894531,38.80314255243087,0,1
2019-09-06 09:30:00-04:00,63.31999969482422,41.76422121002339,0,1
2019-09-06 10:30:00-04:00,62.97610092163086,39.20923037211833,0,1
2019-09-06 11:30:00-04:00,63.27999877929688,42.55371062923098,0,1
2019-09-06 12:30:00-04:00,62.97600173950195,40.172766860203986,0,1
2019-09-06 13:30:00-04:00,62.650001525878906,37.734487976624536,0,1
2019-09-06 14:30:00-04:00,62.30500030517578,35.293141700137866,0,1
2019-09-06 15:30:00-04:00,61.97999954223633,33.11933481595291,0,1
2019-09-09 09:30:00-04:00,61.70000076293945,31.32900251036145,0,1
2019-09-09 10:30:00-04:00,61.68000030517578,31.19926520016412,0,1
2019-09-09 11:30:00-04:00,60.95000076293945,26.831748000691775,1,1
2019-09-09 12:30:00-04:00,59.92499923706055,22.14427898548753,0,1
2019-09-09 13:30:00-04:00,59.752201080322266,21.46352564346614,0,1
2019-09-09 14:30:00-04:00,60.86000061035156,35.21396026007723,0,1
2019-09-09 15:30:00-04:00,61.45000076293945,41.126084787633815,0,1
2019-09-10 09:30:00-04:00,61.380001068115234,40.65208982897859,0,1
2019-09-10 10:30:00-04:00,61.207298278808594,39.444199804190276,0,1
2019-09-10 11:30:00-04:00,61.38999938964844,41.42695386484361,0,1
2019-09-10 12:30:00-04:00,61.15800094604492,39.65153170633636,0,1
2019-09-10 13:30:00-04:00,60.58000183105469,35.562354532082665,0,1
2019-09-10 14:30:00-04:00,60.4900016784668,34.95782007743479,0,1
2019-09-10 15:30:00-04:00,60.5,35.0898315948714,0,1
2019-09-11 09:30:00-04:00,60.45000076293945,34.710431263175636,0,1
2019-09-11 10:30:00-04:00,59.97999954223633,31.286012069255392,0,1
2019-09-11 11:30:00-04:00,60.22999954223633,34.96156516206146,0,1
2019-09-11 12:30:00-04:00,60.20149993896485,34.73347358226914,0,1
2019-09-11 13:30:00-04:00,59.69340133666992,30.867066220279142,0,1
2019-09-11 14:30:00-04:00,59.014198303222656,26.60382612309202,0,1
2019-09-11 15:30:00-04:00,59.18000030517578,29.17542514021858,0,1
2019-09-12 09:30:00-04:00,58.959598541259766,27.78193988799366,0,1
2019-09-12 10:30:00-04:00,58.560001373291016,25.41210622296323,0,1
2019-09-12 11:30:00-04:00,58.310001373291016,24.030992935645926,0,1
2019-09-12 12:30:00-04:00,58.2400016784668,23.643519803717467,0,1
2019-09-12 13:30:00-04:00,58.0,22.314995520248047,0,1
2019-09-12 14:30:00-04:00,58.095001220703125,24.132243515548836,0,1
2019-09-12 15:30:00-04:00,57.790000915527344,22.326510165478183,0,1
2019-09-13 09:30:00-04:00,58.22999954223633,30.415664721741834,0,1
2019-09-13 10:30:00-04:00,58.27999877929688,31.291330930679422,0,1
2019-09-13 11:30:00-04:00,58.7599983215332,39.201440945014305,0,1
2019-09-13 12:30:00-04:00,58.483699798583984,36.59013687760707,0,1
2019-09-13 13:30:00-04:00,58.1349983215332,33.552472100782325,0,1
2019-09-13 14:30:00-04:00,58.290000915527344,36.09226947083766,0,1
2019-09-13 15:30:00-04:00,58.31999969482422,36.59736883542182,0,1
2019-09-16 09:30:00-04:00,57.52999877929688,29.896230855285282,0,1
2019-09-16 10:30:00-04:00,58.02510070800781,37.606819411495465,0,1
2019-09-16 11:30:00-04:00,58.14889907836914,39.40160380356413,0,1
2019-09-16 12:30:00-04:00,59.494998931884766,54.670381067429844,0,1
2019-09-16 13:30:00-04:00,59.470001220703125,54.39627418755417,0,1
2019-09-16 14:30:00-04:00,59.31999969482422,52.68913467093467,0,1
2019-09-16 15:30:00-04:00,59.25,51.871028119650234,0,1
2019-09-17 09:30:00-04:00,59.65999984741211,56.164305315010445,0,1
2019-09-17 10:30:00-04:00,59.52999877929688,54.50410880387394,0,1
2019-09-17 11:30:00-04:00,59.63999938964844,55.697439441628866,0,1
2019-09-17 12:30:00-04:00,59.40999984741211,52.591312612754145,0,1
2019-09-17 13:30:00-04:00,59.34999847412109,51.78004289955503,0,1
2019-09-17 14:30:00-04:00,59.54999923706055,54.310079479611026,0,1
2019-09-17 15:30:00-04:00,59.540000915527344,54.15709918079666,0,1
2019-09-18 09:30:00-04:00,59.77000045776367,57.14741235638969,0,1
2019-09-18 10:30:00-04:00,59.41999816894531,51.628394495885075,0,1
2019-09-18 11:30:00-04:00,59.27000045776367,49.42539785796578,0,1
2019-09-18 12:30:00-04:00,59.165000915527344,47.88507127842775,0,1
2019-09-18 13:30:00-04:00,58.9900016784668,45.34843404198367,0,1
2019-09-18 14:30:00-04:00,59.540000915527344,53.65743660572476,0,1
2019-09-18 15:30:00-04:00,59.72999954223633,56.138310541790545,0,1
2019-09-19 09:30:00-04:00,59.75,56.40289022981859,0,1
2019-09-19 10:30:00-04:00,59.709999084472656,55.679486004953844,0,1
2019-09-19 11:30:00-04:00,58.77109909057617,42.04762283889513,0,1
2019-09-19 12:30:00-04:00,58.7599983215332,41.91695517014483,0,1
2019-09-19 13:30:00-04:00,58.86009979248047,43.61846957729375,0,1
2019-09-19 14:30:00-04:00,58.900001525878906,44.31868508535832,0,1
2019-09-19 15:30:00-04:00,59.02999877929688,46.643607276368286,0,1
2019-09-20 09:30:00-04:00,58.27999877929688,37.03565670482225,0,1
2019-09-20 10:30:00-04:00,57.685001373291016,31.493291110230516,0,1
2019-09-20 11:30:00-04:00,57.41999816894531,29.38413481086573,0,1
2019-09-20 12:30:00-04:00,57.34000015258789,28.758008010537097,0,1
2019-09-20 13:30:00-04:00,57.45000076293945,30.937193353802797,0,1
2019-09-20 14:30:00-04:00,57.88010025024414,38.81751173038172,0,1
2019-09-20 15:30:00-04:00,57.83000183105469,38.26974594689308,0,1
2019-09-23 09:30:00-04:00,56.650001525878906,28.182211035507606,0,1
2019-09-23 10:30:00-04:00,56.790000915527344,30.522150099026504,0,1
2019-09-23 11:30:00-04:00,57.0,33.99605825253944,0,1
2019-09-23 12:30:00-04:00,56.68999862670898,31.492754719211618,0,1
2019-09-23 13:30:00-04:00,56.6599006652832,31.25213963460945,0,1
