,Close,bollinger_upper_band,bollinger_lower_band,bollinger_signal,bb_position
2019-09-01 01:00:00+01:00,0.2590999901294708,,,0.0,1
2019-09-01 02:00:00+01:00,0.25839999318122864,,,0.0,1
2019-09-01 03:00:00+01:00,0.25780001282691956,,,0.0,1
2019-09-01 04:00:00+01:00,0.25850000977516174,,,0.0,1
2019-09-01 05:00:00+01:00,0.2581000030040741,,,0.0,1
2019-09-01 06:00:00+01:00,0.2581000030040741,,,0.0,1
2019-09-01 07:00:00+01:00,0.25850000977516174,,,0.0,1
2019-09-01 08:00:00+01:00,0.2581999897956848,,,0.0,1
2019-09-01 09:00:00+01:00,0.2567000091075897,,,0.0,1
2019-09-01 10:00:00+01:00,0.2563999891281128,,,0.0,1
2019-09-01 11:00:00+01:00,0.2558000087738037,,,0.0,1
2019-09-01 12:00:00+01:00,0.2551000118255615,,,0.0,1
2019-09-01 13:00:00+01:00,0.2556999921798706,,,0.0,1
2019-09-01 14:00:00+01:00,0.2549000084400177,,,0.0,1
2019-09-01 15:00:00+01:00,0.2549999952316284,,,0.0,1
2019-09-01 16:00:00+01:00,0.25609999895095825,,,0.0,1
2019-09-01 17:00:00+01:00,0.2542000114917755,,,0.0,1
2019-09-01 18:00:00+01:00,0.2542000114917755,,,0.0,1
2019-09-01 19:00:00+01:00,0.25519999861717224,,,0.0,1
2019-09-01 20:00:00+01:00,0.25589999556541443,0.25819482735314625,0.2549951768763994,0.0,1
2019-09-01 21:00:00+01:00,0.2563999891281128,0.2579472803969582,0.25497272373245156,0.0,1
2019-09-01 22:00:00+01:00,0.25679999589920044,0.2577988967040145,0.25496110769719244,0.0,1
2019-09-01 23:00:00+01:00,0.2572999894618988,0.2577517908827671,0.25495821118193773,0.0,1
2019-09-02 00:00:00+01:00,0.25690001249313354,0.2575856336242319,0.25496436871227013,0.0,1
2019-09-02 01:00:00+01:00,0.2558000087738037,0.257401135883907,0.254918867029568,0.0,1
2019-09-02 02:00:00+01:00,0.2554999887943268,0.25719080549605294,0.25486919599644736,0.0,1
2019-09-02 03:00:00+01:00,0.2558000087738037,0.2568999709002509,0.2548900304921136,0.0,1
2019-09-02 04:00:00+01:00,0.2554999887943268,0.25660815332892023,0.2549118479633085,0.0,1
2019-09-02 05:00:00+01:00,0.2554999887943268,0.2565201371128758,0.2548798621480266,0.0,1
2019-09-02 06:00:00+01:00,0.25529998540878296,0.2564525105649247,0.25483748832404474,0.0,1
2019-09-02 07:00:00+01:00,0.2549999952316284,0.2564241578818629,0.25478583965288903,0.0,1
2019-09-02 08:00:00+01:00,0.25429999828338623,0.25642844969530243,0.2547015464852319,1.0,1
2019-09-02 09:00:00+01:00,0.25440001487731934,0.2564008727849162,0.254599125665363,1.0,1
2019-09-02 10:00:00+01:00,0.2549999952316284,0.2564026389049209,0.2546073582245194,0.0,1
2019-09-02 11:00:00+01:00,0.25459998846054077,0.25639879366792284,0.2545712027844087,0.0,1
2019-09-02 12:00:00+01:00,0.2556999921798706,0.2563689487571407,0.2545610470180821,0.0,1
2019-09-02 13:00:00+01:00,0.2549999952316284,0.25636674115998687,0.25464325298922125,0.0,1
2019-09-02 14:00:00+01:00,0.257999986410141,0.2566658730269483,0.2547241186140963,-1.0,0
2019-09-02 15:00:00+01:00,0.25760000944137573,0.2568664490038998,0.25476354371956517,-1.0,0
2019-09-02 16:00:00+01:00,0.25699999928474426,0.25695438352391337,0.2547856095714846,-1.0,0
2019-09-02 17:00:00+01:00,0.25780001282691956,0.2571027547682727,0.2547772406970059,-1.0,0
2019-09-02 18:00:00+01:00,0.25870001316070557,0.2573405668243205,0.2547294303671086,-1.0,0
2019-09-02 19:00:00+01:00,0.260699987411499,0.25785885489643673,0.2545511420899524,-1.0,0
2019-09-02 20:00:00+01:00,0.26089999079704285,0.2583614912648891,0.254448503551891,-1.0,0
2019-09-02 21:00:00+01:00,0.2628999948501587,0.2591882079490762,0.25433178547533936,-1.0,0
2019-09-02 22:00:00+01:00,0.2630999982357025,0.25992858273967323,0.25435141162888,-1.0,0
2019-09-02 23:00:00+01:00,0.2624000012874603,0.2604738720067664,0.2544661216131524,-1.0,0
2019-09-03 00:00:00+01:00,0.26159998774528503,0.2608764179253455,0.25467357558966913,-1.0,0
2019-09-03 01:00:00+01:00,0.26080000400543213,0.2611631534076409,0.2549168416284843,0.0,0
2019-09-03 02:00:00+01:00,0.2606000006198883,0.26140821726068014,0.2552017792965556,0.0,0
2019-09-03 03:00:00+01:00,0.26080000400543213,0.26164363427327847,0.25554636316133766,0.0,0
2019-09-03 04:00:00+01:00,0.2615000009536743,0.26189285882789404,0.2560171388737509,0.0,0
2019-09-03 05:00:00+01:00,0.2614000141620636,0.26208433634524,0.2565256612848793,0.0,0
2019-09-03 06:00:00+01:00,0.2612999975681305,0.262238074638704,0.2570019232250655,0.0,0
2019-09-03 07:00:00+01:00,0.26100000739097595,0.2622895574383848,0.2575904423184283,0.0,0
2019-09-03 08:00:00+01:00,0.260699987411499,0.2623204543971795,0.2580595448827964,0.0,0
2019-09-03 09:00:00+01:00,0.2603999972343445,0.26220548812187483,0.25871451135837265,0.0,0
2019-09-03 10:00:00+01:00,0.258899986743927,0.2621944303532022,0.2588155691604239,0.0,0
2019-09-03 11:00:00+01:00,0.26010000705718994,0.2621799043886722,0.2590800948865353,0.0,0
2019-09-03 12:00:00+01:00,0.26010000705718994,0.2620881415174004,0.25948185853505173,0.0,0
2019-09-03 13:00:00+01:00,0.2621000111103058,0.26212764264892147,0.25987235723186924,0.0,0
2019-09-03 14:00:00+01:00,0.2646999955177307,0.26257237814266976,0.2600276199738235,-1.0,0
2019-09-03 15:00:00+01:00,0.26350000500679016,0.2627942919345475,0.2600857079414748,-1.0,0
2019-09-03 16:00:00+01:00,0.2637999951839447,0.26303060139526935,0.26013939891944315,-1.0,0
2019-09-03 17:00:00+01:00,0.2630000114440918,0.26304055517471614,0.2601394467993897,0.0,0
2019-09-03 18:00:00+01:00,0.2619999945163727,0.26294559127411965,0.2601244103280532,0.0,0
2019-09-03 19:00:00+01:00,0.2619999945163727,0.2629154804030602,0.26011452052200396,0.0,0
2019-09-03 20:00:00+01:00,0.2624000012874603,0.2629693922072612,0.26014061007202044,0.0,0
2019-09-03 21:00:00+01:00,0.26339998841285706,0.26314509230323896,0.2602249084167852,-1.0,0
2019-09-03 22:00:00+01:00,0.26409998536109924,0.2633912174582746,0.26032878173587065,-1.0,0
2019-09-03 23:00:00+01:00,0.26460000872612,0.2636756169986607,0.2604243826675533,-1.0,0
2019-09-04 00:00:00+01:00,0.2632000148296356,0.26377472973394306,0.2604952713198671,0.0,0
2019-09-04 01:00:00+01:00,0.26269999146461487,0.2638348185246278,0.2605651802594375,0.0,0
2019-09-04 02:00:00+01:00,0.26190000772476196,0.26385289577546317,0.2606071040242652,0.0,0
2019-09-04 03:00:00+01:00,0.26159998774528503,0.2638644018128946,0.26065559602226474,0.0,0
2019-09-04 04:00:00+01:00,0.2623000144958496,0.2639018484579177,0.2607781520856766,0.0,0
2019-09-04 05:00:00+01:00,0.26089999079704285,0.2638978943775324,0.2608321055223318,0.0,0
2019-09-04 06:00:00+01:00,0.260699987411499,0.2638170706073467,0.26109292935927464,1.0,1
2019-09-04 07:00:00+01:00,0.2606000006198883,0.263800526322538,0.2611594730003533,1.0,1
2019-09-04 08:00:00+01:00,0.2605000138282776,0.26378513774446755,0.2612148622555325,1.0,1
2019-09-04 09:00:00+01:00,0.258899986743927,0.2638560202014298,0.26082397736193236,1.0,1
2019-09-04 10:00:00+01:00,0.2597000002861023,0.26360862214656167,0.26057137589363766,1.0,1
2019-09-04 11:00:00+01:00,0.2596000134944916,0.2634722976365927,0.2603177012523767,1.0,1
2019-09-04 12:00:00+01:00,0.25929999351501465,0.26328183173454367,0.2600581669875327,1.0,1
2019-09-04 13:00:00+01:00,0.25850000977516174,0.2631714112776934,0.25971858727749,1.0,1
2019-09-04 14:00:00+01:00,0.2587999999523163,0.2631031170394108,0.25946688205936697,1.0,1
2019-09-04 15:00:00+01:00,0.2581999897956848,0.26302930917976713,0.25916068944694187,1.0,1
2019-09-04 16:00:00+01:00,0.25859999656677246,0.26289033406543855,0.2589196640892017,1.0,1
2019-09-04 17:00:00+01:00,0.26019999384880066,0.2626458247600374,0.25884417393819714,0.0,1
2019-09-04 18:00:00+01:00,0.26019999384880066,0.26228098991878396,0.25881900962822074,0.0,1
2019-09-04 19:00:00+01:00,0.25949999690055847,0.26175191803384673,0.2588380803306018,0.0,1
2019-09-04 20:00:00+01:00,0.26080000400543213,0.2614698782254582,0.25888011905657005,0.0,1
2019-09-04 21:00:00+01:00,0.2603999972343445,0.26121321152597765,0.25890678633302355,0.0,1
2019-09-04 22:00:00+01:00,0.26159998774528503,0.2611747281998596,0.2589152676611938,-1.0,0
2019-09-04 23:00:00+01:00,0.258899986743927,0.2610049161944166,0.258815079566501,0.0,0
2019-09-05 00:00:00+01:00,0.258899986743927,0.2606999309700386,0.2587800620156869,0.0,0
2019-09-05 01:00:00+01:00,0.25839999318122864,0.26057869378263454,0.25865129944150944,1.0,1
2019-09-05 02:00:00+01:00,0.25839999318122864,0.26046463651484625,0.2585353572862707,1.0,1
2019-09-05 03:00:00+01:00,0.25850000977516174,0.26034781948549673,0.2584421752311476,0.0,1
2019-09-05 04:00:00+01:00,0.2590999901294708,0.2602431606656671,0.25840683168109646,0.0,1
2019-09-05 05:00:00+01:00,0.258899986743927,0.2602431606656671,0.25840683168109646,0.0,1
2019-09-05 06:00:00+01:00,0.2587999999523163,0.26020086495643696,0.25835912735694805,0.0,1
2019-09-05 07:00:00+01:00,0.2587999999523163,0.2601636031587948,0.25831638780037275,0.0,1
2019-09-05 09:00:00+01:00,0.25769999623298645,0.26014536143339206,0.25817462979757255,1.0,1
2019-09-05 10:00:00+01:00,0.25699999928474426,0.2601747915802393,0.2579951986016836,1.0,1
